SHIPMENTDATE,Consignment,Customer,INVOICE,REFERENCE,WEIGHT,ORIGIN,DESTINATION,ZONE,VALUE
2025-06-14,IN-CONS-3740,Client_C,INV-IN-7638,IN-REF-445,40.26,Berlin,Coventry Hub,International,2389.47
2025-06-24,IN-CONS-3632,Client_A,INV-IN-7700,IN-REF-446,27.09,Berlin,Coventry Hub,International,2619.35
2025-06-28,IN-CONS-3805,Client_C,INV-IN-7399,IN-REF-447,15.24,Madrid,Coventry Hub,International,1105.66
2025-06-13,IN-CONS-3408,Client_C,INV-IN-7174,IN-REF-448,42.83,Berlin,Coventry Hub,International,4560.96
2025-06-20,IN-CONS-3767,Client_C,INV-IN-7995,IN-REF-449,17.37,Madrid,Coventry Hub,International,2486.54
2025-06-05,IN-CONS-3185,Client_C,INV-IN-7310,IN-REF-450,9.76,Berlin,Coventry Hub,International,2633.34
2025-06-18,IN-CONS-3445,Client_C,INV-IN-7006,IN-REF-451,12.73,Paris,Coventry Hub,International,3469.26
2025-06-13,IN-CONS-3461,Client_A,INV-IN-7132,IN-REF-452,47.27,Madrid,Coventry Hub,International,1982.62
2025-06-04,IN-CONS-3157,Client_C,INV-IN-7481,IN-REF-453,36.15,Paris,Coventry Hub,International,3502.56
2025-06-19,IN-CONS-3799,Client_A,INV-IN-7586,IN-REF-454,12.36,Berlin,Coventry Hub,International,2553.35
2025-06-25,IN-CONS-3850,Client_C,INV-IN-7534,IN-REF-455,22.6,Madrid,Coventry Hub,International,2141.38
2025-06-19,IN-CONS-3840,Client_B,INV-IN-7366,IN-REF-456,4.7,Madrid,Coventry Hub,International,2638.57
2025-06-07,IN-CONS-3527,Client_A,INV-IN-7051,IN-REF-457,5.58,Berlin,Coventry Hub,International,574.91
2025-06-13,IN-CONS-3890,Client_B,INV-IN-7353,IN-REF-458,49.49,Paris,Coventry Hub,International,3899.05
2025-06-09,IN-CONS-3986,Client_A,INV-IN-7223,IN-REF-459,33.14,Madrid,Coventry Hub,International,388.39
2025-06-20,IN-CONS-3982,Client_A,INV-IN-7287,IN-REF-460,17.12,Madrid,Coventry Hub,International,1015.62
2025-06-12,IN-CONS-3536,Client_B,INV-IN-7963,IN-REF-461,40.87,Berlin,Coventry Hub,International,1708.08
2025-06-20,IN-CONS-3469,Client_B,INV-IN-7633,IN-REF-462,43.9,Berlin,Coventry Hub,International,3546.05
2025-06-03,IN-CONS-3972,Client_C,INV-IN-7555,IN-REF-463,14.38,Paris,Coventry Hub,International,2338.0
2025-06-10,IN-CONS-3248,Client_B,INV-IN-7436,IN-REF-464,7.41,Madrid,Coventry Hub,International,3582.48
2025-06-27,IN-CONS-3629,Client_C,INV-IN-7626,IN-REF-465,26.19,Berlin,Coventry Hub,International,3633.07
2025-06-20,IN-CONS-3469,Client_B,INV-IN-7950,IN-REF-466,28.63,Paris,Coventry Hub,International,2286.39
2025-06-25,IN-CONS-3245,Client_C,INV-IN-7110,IN-REF-467,33.4,Berlin,Coventry Hub,International,1698.21
2025-06-02,IN-CONS-3557,Client_B,INV-IN-7582,IN-REF-468,44.92,Paris,Coventry Hub,International,213.24
2025-06-11,IN-CONS-3563,Client_C,INV-IN-7077,IN-REF-469,4.8,Paris,Coventry Hub,International,3756.97
2025-06-22,IN-CONS-3133,Client_A,INV-IN-7169,IN-REF-470,26.63,Paris,Coventry Hub,International,3638.68
2025-06-12,IN-CONS-3396,Client_B,INV-IN-7600,IN-REF-471,42.25,Paris,Coventry Hub,International,2659.94
2025-06-01,IN-CONS-3996,Client_B,INV-IN-7525,IN-REF-472,36.05,Paris,Coventry Hub,International,4371.55
2025-06-29,IN-CONS-3808,Client_B,INV-IN-7989,IN-REF-473,44.68,Paris,Coventry Hub,International,4016.38
2025-06-26,IN-CONS-3042,Client_C,INV-IN-7422,IN-REF-474,42.54,Madrid,Coventry Hub,International,1157.2
2025-06-19,IN-CONS-3957,Client_A,INV-IN-7660,IN-REF-475,9.44,Madrid,Coventry Hub,International,3317.61
2025-06-03,IN-CONS-3480,Client_C,INV-IN-7176,IN-REF-476,47.63,Berlin,Coventry Hub,International,3843.93
2025-06-08,IN-CONS-3051,Client_A,INV-IN-7600,IN-REF-477,5.24,Paris,Coventry Hub,International,2378.52
2025-06-04,IN-CONS-3668,Client_B,INV-IN-7029,IN-REF-478,2.88,Berlin,Coventry Hub,International,3089.13
2025-06-12,IN-CONS-3048,Client_C,INV-IN-7487,IN-REF-479,37.58,Paris,Coventry Hub,International,849.08
2025-06-02,IN-CONS-3307,Client_C,INV-IN-7067,IN-REF-480,20.73,Berlin,Coventry Hub,International,1608.61
2025-06-17,IN-CONS-3106,Client_A,INV-IN-7677,IN-REF-481,19.82,Berlin,Coventry Hub,International,1204.37
2025-06-19,IN-CONS-3524,Client_A,INV-IN-7005,IN-REF-482,38.4,Madrid,Coventry Hub,International,118.47
2025-06-26,IN-CONS-3392,Client_A,INV-IN-7319,IN-REF-483,25.09,Berlin,Coventry Hub,International,4572.46
2025-06-13,IN-CONS-3198,Client_C,INV-IN-7341,IN-REF-484,42.76,Madrid,Coventry Hub,International,4641.45
2025-06-19,IN-CONS-3463,Client_A,INV-IN-7430,IN-REF-485,16.32,Paris,Coventry Hub,International,1089.26
2025-06-02,IN-CONS-3861,Client_C,INV-IN-7790,IN-REF-486,20.28,Madrid,Coventry Hub,International,284.56
2025-06-13,IN-CONS-3392,Client_C,INV-IN-7129,IN-REF-487,10.16,Paris,Coventry Hub,International,574.16
2025-06-22,IN-CONS-3573,Client_B,INV-IN-7475,IN-REF-488,18.83,Paris,Coventry Hub,International,1666.35
2025-06-15,IN-CONS-3469,Client_C,INV-IN-7161,IN-REF-489,15.59,Madrid,Coventry Hub,International,4429.37
2025-06-29,IN-CONS-3416,Client_C,INV-IN-7070,IN-REF-490,1.48,Berlin,Coventry Hub,International,327.68
2025-06-24,IN-CONS-3046,Client_C,INV-IN-7774,IN-REF-491,26.3,Madrid,Coventry Hub,International,882.63
2025-06-04,IN-CONS-3003,Client_B,INV-IN-7293,IN-REF-492,35.75,Paris,Coventry Hub,International,731.33
2025-06-06,IN-CONS-3956,Client_A,INV-IN-7683,IN-REF-493,1.63,Madrid,Coventry Hub,International,3014.26
2025-06-02,IN-CONS-3444,Client_B,INV-IN-7625,IN-REF-494,33.18,Madrid,Coventry Hub,International,2870.53
2025-06-23,IN-CONS-3780,Client_A,INV-IN-7757,IN-REF-495,46.66,Paris,Coventry Hub,International,2491.11
2025-06-03,IN-CONS-3692,Client_A,INV-IN-7370,IN-REF-496,42.38,Madrid,Coventry Hub,International,1228.12
2025-06-26,IN-CONS-3305,Client_A,INV-IN-7378,IN-REF-497,34.42,Berlin,Coventry Hub,International,3835.0
2025-06-06,IN-CONS-3683,Client_C,INV-IN-7076,IN-REF-498,18.49,Paris,Coventry Hub,International,1906.41
2025-06-08,IN-CONS-3658,Client_A,INV-IN-7252,IN-REF-499,10.14,Madrid,Coventry Hub,International,3685.43
2025-06-04,IN-CONS-3173,Client_B,INV-IN-7019,IN-REF-500,15.8,Madrid,Coventry Hub,International,3030.29
2025-06-22,IN-CONS-3628,Client_C,INV-IN-7362,IN-REF-501,37.73,Paris,Coventry Hub,International,4924.51
2025-06-05,IN-CONS-3178,Client_A,INV-IN-7392,IN-REF-502,32.02,Berlin,Coventry Hub,International,612.98
2025-06-17,IN-CONS-3417,Client_A,INV-IN-7778,IN-REF-503,15.51,Madrid,Coventry Hub,International,4415.3
2025-06-18,IN-CONS-3147,Client_A,INV-IN-7735,IN-REF-504,9.95,Paris,Coventry Hub,International,3612.24
2025-06-02,IN-CONS-3548,Client_A,INV-IN-7098,IN-REF-505,11.56,Paris,Coventry Hub,International,930.78
2025-06-06,IN-CONS-3717,Client_C,INV-IN-7684,IN-REF-506,48.28,Berlin,Coventry Hub,International,3234.39
2025-06-04,IN-CONS-3256,Client_A,INV-IN-7063,IN-REF-507,35.28,Paris,Coventry Hub,International,1629.14
2025-06-10,IN-CONS-3530,Client_B,INV-IN-7534,IN-REF-508,31.2,Paris,Coventry Hub,International,2312.89
2025-06-02,IN-CONS-3604,Client_B,INV-IN-7849,IN-REF-509,33.22,Madrid,Coventry Hub,International,1543.4
2025-06-28,IN-CONS-3256,Client_A,INV-IN-7281,IN-REF-510,17.38,Paris,Coventry Hub,International,1395.17
2025-06-07,IN-CONS-3422,Client_C,INV-IN-7706,IN-REF-511,5.69,Paris,Coventry Hub,International,3992.02
2025-06-23,IN-CONS-3955,Client_B,INV-IN-7989,IN-REF-512,30.6,Berlin,Coventry Hub,International,4349.62
2025-06-29,IN-CONS-3759,Client_C,INV-IN-7930,IN-REF-513,34.47,Madrid,Coventry Hub,International,2627.64
2025-06-24,IN-CONS-3874,Client_B,INV-IN-7631,IN-REF-514,34.08,Madrid,Coventry Hub,International,4308.07
2025-06-10,IN-CONS-3540,Client_C,INV-IN-7888,IN-REF-515,48.69,Madrid,Coventry Hub,International,548.66
2025-06-24,IN-CONS-3542,Client_B,INV-IN-7874,IN-REF-516,34.52,Madrid,Coventry Hub,International,3426.23
2025-06-12,IN-CONS-3382,Client_A,INV-IN-7590,IN-REF-517,34.65,Berlin,Coventry Hub,International,815.61
2025-06-18,IN-CONS-3811,Client_B,INV-IN-7134,IN-REF-518,5.88,Madrid,Coventry Hub,International,3773.85
2025-06-18,IN-CONS-3177,Client_A,INV-IN-7660,IN-REF-519,16.38,Paris,Coventry Hub,International,2322.46
2025-06-28,IN-CONS-3286,Client_C,INV-IN-7731,IN-REF-520,2.42,Berlin,Coventry Hub,International,4610.6
2025-06-25,IN-CONS-3654,Client_A,INV-IN-7060,IN-REF-521,13.44,Paris,Coventry Hub,International,456.92
2025-06-05,IN-CONS-3041,Client_C,INV-IN-7312,IN-REF-522,20.81,Paris,Coventry Hub,International,4424.56
2025-06-01,IN-CONS-3465,Client_B,INV-IN-7885,IN-REF-523,18.26,Madrid,Coventry Hub,International,4848.49
2025-06-16,IN-CONS-3394,Client_A,INV-IN-7452,IN-REF-524,11.83,Madrid,Coventry Hub,International,1749.54
2025-06-03,IN-CONS-3008,Client_B,INV-IN-7516,IN-REF-525,32.9,Madrid,Coventry Hub,International,2783.67
2025-06-18,IN-CONS-3256,Client_A,INV-IN-7330,IN-REF-526,30.93,Paris,Coventry Hub,International,2694.14
2025-06-29,IN-CONS-3903,Client_C,INV-IN-7865,IN-REF-527,41.09,Madrid,Coventry Hub,International,4230.78
2025-06-28,IN-CONS-3392,Client_A,INV-IN-7690,IN-REF-528,14.3,Berlin,Coventry Hub,International,1652.27
2025-06-16,IN-CONS-3594,Client_B,INV-IN-7046,IN-REF-529,47.62,Berlin,Coventry Hub,International,2802.09
2025-06-09,IN-CONS-3203,Client_A,INV-IN-7872,IN-REF-530,37.27,Berlin,Coventry Hub,International,3069.89
2025-06-02,IN-CONS-3438,Client_C,INV-IN-7486,IN-REF-531,42.54,Berlin,Coventry Hub,International,333.11
2025-06-29,IN-CONS-3090,Client_A,INV-IN-7582,IN-REF-532,34.48,Paris,Coventry Hub,International,4804.88
2025-06-13,IN-CONS-3170,Client_A,INV-IN-7766,IN-REF-533,36.56,Berlin,Coventry Hub,International,4622.35
2025-06-29,IN-CONS-3690,Client_A,INV-IN-7958,IN-REF-534,38.51,Berlin,Coventry Hub,International,2564.61
2025-06-17,IN-CONS-3512,Client_C,INV-IN-7895,IN-REF-535,41.56,Berlin,Coventry Hub,International,2743.81
2025-06-04,IN-CONS-3265,Client_B,INV-IN-7652,IN-REF-536,9.19,Berlin,Coventry Hub,International,4361.95
2025-06-14,IN-CONS-3827,Client_A,INV-IN-7175,IN-REF-537,3.99,Paris,Coventry Hub,International,1385.55
2025-06-12,IN-CONS-3593,Client_B,INV-IN-7120,IN-REF-538,13.13,Paris,Coventry Hub,International,4686.22
2025-06-11,IN-CONS-3589,Client_A,INV-IN-7097,IN-REF-539,45.73,Madrid,Coventry Hub,International,667.41
2025-06-20,IN-CONS-3626,Client_C,INV-IN-7029,IN-REF-540,12.72,Berlin,Coventry Hub,International,1887.96
2025-06-22,IN-CONS-3034,Client_A,INV-IN-7978,IN-REF-541,7.17,Berlin,Coventry Hub,International,4259.01
2025-06-13,IN-CONS-3797,Client_B,INV-IN-7362,IN-REF-542,23.46,Madrid,Coventry Hub,International,402.92
2025-06-03,IN-CONS-3754,Client_B,INV-IN-7659,IN-REF-543,49.64,Madrid,Coventry Hub,International,4159.07
2025-06-19,IN-CONS-3467,Client_C,INV-IN-7476,IN-REF-544,32.44,Berlin,Coventry Hub,International,3448.26
2025-06-19,IN-CONS-3798,Client_C,INV-IN-7001,IN-REF-545,11.15,Berlin,Coventry Hub,International,2063.12
2025-06-14,IN-CONS-3759,Client_A,INV-IN-7693,IN-REF-546,36.79,Berlin,Coventry Hub,International,4737.9
2025-06-22,IN-CONS-3478,Client_A,INV-IN-7813,IN-REF-547,45.93,Berlin,Coventry Hub,International,3178.34
2025-06-24,IN-CONS-3717,Client_B,INV-IN-7872,IN-REF-548,26.8,Berlin,Coventry Hub,International,4040.97
2025-06-21,IN-CONS-3933,Client_B,INV-IN-7764,IN-REF-549,47.01,Berlin,Coventry Hub,International,4457.69
2025-06-13,IN-CONS-3334,Client_B,INV-IN-7246,IN-REF-550,19.72,Berlin,Coventry Hub,International,4087.04
2025-06-13,IN-CONS-3711,Client_B,INV-IN-7326,IN-REF-551,33.66,Berlin,Coventry Hub,International,115.56
2025-06-16,IN-CONS-3204,Client_B,INV-IN-7738,IN-REF-552,42.59,Berlin,Coventry Hub,International,4357.51
2025-06-25,IN-CONS-3724,Client_B,INV-IN-7783,IN-REF-553,5.41,Berlin,Coventry Hub,International,1212.04
2025-06-21,IN-CONS-3002,Client_C,INV-IN-7709,IN-REF-554,3.28,Berlin,Coventry Hub,International,4270.71
2025-06-25,IN-CONS-3909,Client_B,INV-IN-7962,IN-REF-555,9.1,Madrid,Coventry Hub,International,4685.42
2025-06-09,IN-CONS-3017,Client_A,INV-IN-7695,IN-REF-556,48.19,Berlin,Coventry Hub,International,2800.04
2025-06-15,IN-CONS-3610,Client_B,INV-IN-7860,IN-REF-557,8.73,Paris,Coventry Hub,International,1669.08
2025-06-15,IN-CONS-3067,Client_B,INV-IN-7907,IN-REF-558,32.83,Berlin,Coventry Hub,International,2083.81
2025-06-29,IN-CONS-3701,Client_C,INV-IN-7525,IN-REF-559,3.2,Madrid,Coventry Hub,International,2265.08
2025-06-29,IN-CONS-3798,Client_A,INV-IN-7633,IN-REF-560,13.57,Paris,Coventry Hub,International,3387.85
2025-06-28,IN-CONS-3348,Client_A,INV-IN-7264,IN-REF-561,46.69,Berlin,Coventry Hub,International,3468.76
2025-06-12,IN-CONS-3240,Client_C,INV-IN-7725,IN-REF-562,29.23,Madrid,Coventry Hub,International,573.87
2025-06-10,IN-CONS-3082,Client_A,INV-IN-7571,IN-REF-563,23.64,Paris,Coventry Hub,International,539.84
2025-06-24,IN-CONS-3702,Client_B,INV-IN-7087,IN-REF-564,49.34,Berlin,Coventry Hub,International,3884.23
2025-06-09,IN-CONS-3320,Client_B,INV-IN-7465,IN-REF-565,28.52,Madrid,Coventry Hub,International,423.62
2025-06-20,IN-CONS-3052,Client_C,INV-IN-7799,IN-REF-566,7.83,Berlin,Coventry Hub,International,2838.33
2025-06-09,IN-CONS-3179,Client_C,INV-IN-7517,IN-REF-567,48.61,Paris,Coventry Hub,International,3868.84
2025-06-17,IN-CONS-3498,Client_A,INV-IN-7707,IN-REF-568,45.34,Berlin,Coventry Hub,International,3808.91
2025-06-09,IN-CONS-3569,Client_A,INV-IN-7195,IN-REF-569,32.48,Madrid,Coventry Hub,International,268.2
2025-06-19,IN-CONS-3957,Client_A,INV-IN-7000,IN-REF-570,6.03,Berlin,Coventry Hub,International,545.39
2025-06-17,IN-CONS-3326,Client_C,INV-IN-7466,IN-REF-571,2.14,Berlin,Coventry Hub,International,2380.56
2025-06-15,IN-CONS-3144,Client_B,INV-IN-7801,IN-REF-572,47.15,Berlin,Coventry Hub,International,941.12
2025-06-12,IN-CONS-3755,Client_B,INV-IN-7643,IN-REF-573,26.34,Madrid,Coventry Hub,International,1689.18
2025-06-08,IN-CONS-3549,Client_B,INV-IN-7929,IN-REF-574,48.27,Madrid,Coventry Hub,International,1047.49
2025-06-27,IN-CONS-3820,Client_A,INV-IN-7117,IN-REF-575,17.04,Madrid,Coventry Hub,International,830.74
2025-06-22,IN-CONS-3312,Client_A,INV-IN-7890,IN-REF-576,42.4,Paris,Coventry Hub,International,2574.8
2025-06-24,IN-CONS-3914,Client_A,INV-IN-7054,IN-REF-577,6.83,Madrid,Coventry Hub,International,2732.17
2025-06-22,IN-CONS-3602,Client_C,INV-IN-7286,IN-REF-578,16.44,Paris,Coventry Hub,International,930.34
2025-06-16,IN-CONS-3145,Client_A,INV-IN-7391,IN-REF-579,26.44,Madrid,Coventry Hub,International,1490.69
2025-06-05,IN-CONS-3929,Client_C,INV-IN-7062,IN-REF-580,44.94,Berlin,Coventry Hub,International,1658.68
2025-06-07,IN-CONS-3304,Client_A,INV-IN-7482,IN-REF-581,1.48,Berlin,Coventry Hub,International,167.62
2025-06-17,IN-CONS-3189,Client_A,INV-IN-7085,IN-REF-582,38.97,Paris,Coventry Hub,International,2359.53
2025-06-12,IN-CONS-3449,Client_B,INV-IN-7362,IN-REF-583,15.83,Paris,Coventry Hub,International,3293.96
2025-06-27,IN-CONS-3701,Client_C,INV-IN-7329,IN-REF-584,49.18,Madrid,Coventry Hub,International,695.96
2025-06-03,IN-CONS-3426,Client_B,INV-IN-7690,IN-REF-585,12.03,Berlin,Coventry Hub,International,3370.89
2025-06-21,IN-CONS-3273,Client_B,INV-IN-7777,IN-REF-586,33.47,Paris,Coventry Hub,International,769.3
2025-06-02,IN-CONS-3691,Client_B,INV-IN-7971,IN-REF-587,29.7,Paris,Coventry Hub,International,995.71
2025-06-24,IN-CONS-3131,Client_A,INV-IN-7055,IN-REF-588,34.22,Berlin,Coventry Hub,International,4547.86
2025-06-15,IN-CONS-3647,Client_B,INV-IN-7741,IN-REF-589,20.97,Berlin,Coventry Hub,International,4433.34
2025-06-27,IN-CONS-3552,Client_C,INV-IN-7286,IN-REF-590,47.46,Paris,Coventry Hub,International,4177.42
2025-06-28,IN-CONS-3966,Client_C,INV-IN-7024,IN-REF-591,33.38,Berlin,Coventry Hub,International,604.35
2025-06-17,IN-CONS-3575,Client_B,INV-IN-7536,IN-REF-592,44.54,Berlin,Coventry Hub,International,1258.29
2025-06-01,IN-CONS-3198,Client_A,INV-IN-7345,IN-REF-593,11.29,Paris,Coventry Hub,International,2758.16
2025-06-24,IN-CONS-3602,Client_B,INV-IN-7927,IN-REF-594,16.17,Madrid,Coventry Hub,International,237.47
2025-06-10,IN-CONS-3871,Client_C,INV-IN-7094,IN-REF-595,20.7,Paris,Coventry Hub,International,4905.01
2025-06-17,IN-CONS-3614,Client_B,INV-IN-7562,IN-REF-596,8.78,Berlin,Coventry Hub,International,2840.35
2025-06-26,IN-CONS-3832,Client_C,INV-IN-7844,IN-REF-597,8.72,Madrid,Coventry Hub,International,3342.62
2025-06-23,IN-CONS-3745,Client_B,INV-IN-7325,IN-REF-598,39.1,Madrid,Coventry Hub,International,3803.29
2025-06-11,IN-CONS-3253,Client_B,INV-IN-7935,IN-REF-599,21.0,Paris,Coventry Hub,International,143.18
2025-06-08,IN-CONS-3047,Client_B,INV-IN-7396,IN-REF-600,3.76,Paris,Coventry Hub,International,1885.64
2025-06-05,IN-CONS-3871,Client_B,INV-IN-7104,IN-REF-601,12.38,Paris,Coventry Hub,International,179.18
2025-06-08,IN-CONS-3851,Client_A,INV-IN-7547,IN-REF-602,24.92,Madrid,Coventry Hub,International,4940.31
2025-06-03,IN-CONS-3446,Client_B,INV-IN-7819,IN-REF-603,22.39,Berlin,Coventry Hub,International,1489.65
2025-06-04,IN-CONS-3081,Client_A,INV-IN-7787,IN-REF-604,27.43,Berlin,Coventry Hub,International,1485.65
2025-06-29,IN-CONS-3480,Client_A,INV-IN-7510,IN-REF-605,16.05,Madrid,Coventry Hub,International,4308.94
2025-06-17,IN-CONS-3765,Client_C,INV-IN-7422,IN-REF-606,16.42,Paris,Coventry Hub,International,2109.43
2025-06-17,IN-CONS-3803,Client_C,INV-IN-7477,IN-REF-607,20.42,Madrid,Coventry Hub,International,1167.13
2025-06-18,IN-CONS-3141,Client_C,INV-IN-7048,IN-REF-608,25.59,Berlin,Coventry Hub,International,420.96
2025-06-27,IN-CONS-3223,Client_A,INV-IN-7514,IN-REF-609,49.28,Paris,Coventry Hub,International,3628.12
2025-06-13,IN-CONS-3332,Client_A,INV-IN-7915,IN-REF-610,21.84,Berlin,Coventry Hub,International,1582.42
2025-06-05,IN-CONS-3213,Client_C,INV-IN-7484,IN-REF-611,41.42,Madrid,Coventry Hub,International,4914.37
2025-06-21,IN-CONS-3283,Client_B,INV-IN-7977,IN-REF-612,32.39,Paris,Coventry Hub,International,962.69
2025-06-05,IN-CONS-3229,Client_A,INV-IN-7114,IN-REF-613,47.51,Madrid,Coventry Hub,International,3645.95
2025-06-17,IN-CONS-3618,Client_A,INV-IN-7744,IN-REF-614,14.8,Berlin,Coventry Hub,International,1998.76
2025-06-03,IN-CONS-3575,Client_A,INV-IN-7828,IN-REF-615,31.0,Berlin,Coventry Hub,International,3860.48
2025-06-25,IN-CONS-3381,Client_A,INV-IN-8000,IN-REF-616,18.14,Paris,Coventry Hub,International,1882.79
2025-06-08,IN-CONS-3719,Client_C,INV-IN-7901,IN-REF-617,2.59,Madrid,Coventry Hub,International,4244.33
2025-06-06,IN-CONS-3157,Client_C,INV-IN-7881,IN-REF-618,8.51,Berlin,Coventry Hub,International,1098.37
2025-06-03,IN-CONS-3486,Client_B,INV-IN-7178,IN-REF-619,40.0,Paris,Coventry Hub,International,4116.9
2025-06-09,IN-CONS-3209,Client_A,INV-IN-7006,IN-REF-620,2.82,Paris,Coventry Hub,International,3884.45
2025-06-04,IN-CONS-3747,Client_B,INV-IN-7806,IN-REF-621,26.12,Paris,Coventry Hub,International,2776.78
2025-06-05,IN-CONS-3990,Client_C,INV-IN-7486,IN-REF-622,37.59,Madrid,Coventry Hub,International,3970.39
2025-06-26,IN-CONS-3713,Client_A,INV-IN-7567,IN-REF-623,25.39,Berlin,Coventry Hub,International,103.45
2025-06-22,IN-CONS-3304,Client_C,INV-IN-7579,IN-REF-624,31.93,Madrid,Coventry Hub,International,176.15
2025-06-26,IN-CONS-3388,Client_A,INV-IN-7676,IN-REF-625,23.63,Berlin,Coventry Hub,International,2854.83
2025-06-15,IN-CONS-3303,Client_A,INV-IN-7235,IN-REF-626,23.5,Paris,Coventry Hub,International,452.31
2025-06-24,IN-CONS-3950,Client_C,INV-IN-7464,IN-REF-627,20.19,Paris,Coventry Hub,International,3569.46
2025-06-24,IN-CONS-3049,Client_C,INV-IN-7184,IN-REF-628,49.94,Paris,Coventry Hub,International,2943.19
2025-06-06,IN-CONS-3407,Client_B,INV-IN-7600,IN-REF-629,26.99,Berlin,Coventry Hub,International,1617.14
2025-06-21,IN-CONS-3574,Client_A,INV-IN-7487,IN-REF-630,6.28,Paris,Coventry Hub,International,2271.67
2025-06-16,IN-CONS-3197,Client_B,INV-IN-7409,IN-REF-631,16.73,Berlin,Coventry Hub,International,2526.61
2025-06-07,IN-CONS-3182,Client_A,INV-IN-7815,IN-REF-632,18.59,Paris,Coventry Hub,International,539.45
2025-06-02,IN-CONS-3404,Client_C,INV-IN-7860,IN-REF-633,12.65,Paris,Coventry Hub,International,2959.81
2025-06-15,IN-CONS-3409,Client_A,INV-IN-7566,IN-REF-634,10.73,Madrid,Coventry Hub,International,3335.85
2025-06-14,IN-CONS-3490,Client_C,INV-IN-7956,IN-REF-635,5.12,Berlin,Coventry Hub,International,1248.98
2025-06-08,IN-CONS-3981,Client_A,INV-IN-7920,IN-REF-636,35.35,Madrid,Coventry Hub,International,485.15
2025-06-18,IN-CONS-3967,Client_A,INV-IN-7213,IN-REF-637,27.2,Berlin,Coventry Hub,International,3186.18
2025-06-18,IN-CONS-3856,Client_C,INV-IN-7111,IN-REF-638,18.35,Paris,Coventry Hub,International,542.71
2025-06-02,IN-CONS-3469,Client_B,INV-IN-7249,IN-REF-639,28.23,Paris,Coventry Hub,International,1914.33
2025-06-24,IN-CONS-3672,Client_A,INV-IN-7700,IN-REF-640,23.9,Madrid,Coventry Hub,International,3767.75
2025-06-16,IN-CONS-3194,Client_C,INV-IN-7412,IN-REF-641,30.12,Berlin,Coventry Hub,International,2623.23
2025-06-09,IN-CONS-3959,Client_C,INV-IN-7065,IN-REF-642,15.8,Paris,Coventry Hub,International,3957.52
2025-06-02,IN-CONS-3057,Client_B,INV-IN-7528,IN-REF-643,42.85,Berlin,Coventry Hub,International,3084.17
2025-06-11,IN-CONS-3713,Client_B,INV-IN-7143,IN-REF-644,19.52,Berlin,Coventry Hub,International,1242.46
2025-06-20,IN-CONS-3611,Client_B,INV-IN-7631,IN-REF-645,6.6,Paris,Coventry Hub,International,3289.17
2025-06-09,IN-CONS-3251,Client_A,INV-IN-7955,IN-REF-646,21.42,Berlin,Coventry Hub,International,2727.37
2025-06-27,IN-CONS-3131,Client_B,INV-IN-7428,IN-REF-647,10.72,Paris,Coventry Hub,International,3595.64
2025-06-28,IN-CONS-3922,Client_A,INV-IN-7784,IN-REF-648,13.48,Paris,Coventry Hub,International,2781.4
2025-06-04,IN-CONS-3160,Client_A,INV-IN-7446,IN-REF-649,37.16,Paris,Coventry Hub,International,4862.65
2025-06-16,IN-CONS-3081,Client_A,INV-IN-7679,IN-REF-650,47.79,Paris,Coventry Hub,International,1163.59
2025-06-26,IN-CONS-3219,Client_A,INV-IN-7292,IN-REF-651,19.88,Paris,Coventry Hub,International,4521.35
2025-06-22,IN-CONS-3362,Client_A,INV-IN-7534,IN-REF-652,24.61,Madrid,Coventry Hub,International,630.39
2025-06-11,IN-CONS-3733,Client_B,INV-IN-7622,IN-REF-653,26.23,Paris,Coventry Hub,International,4667.29
2025-06-21,IN-CONS-3748,Client_A,INV-IN-7838,IN-REF-654,17.68,Paris,Coventry Hub,International,3453.67
2025-06-23,IN-CONS-3806,Client_C,INV-IN-7210,IN-REF-655,11.87,Madrid,Coventry Hub,International,2045.66
2025-06-22,IN-CONS-3307,Client_A,INV-IN-7865,IN-REF-656,22.42,Paris,Coventry Hub,International,3539.25
2025-06-10,IN-CONS-3049,Client_A,INV-IN-7410,IN-REF-657,46.0,Paris,Coventry Hub,International,1006.69
2025-06-13,IN-CONS-3377,Client_C,INV-IN-7794,IN-REF-658,2.77,Berlin,Coventry Hub,International,2719.59
2025-06-05,IN-CONS-3446,Client_B,INV-IN-7782,IN-REF-659,49.6,Madrid,Coventry Hub,International,155.41
2025-06-29,IN-CONS-3645,Client_C,INV-IN-7387,IN-REF-660,15.42,Madrid,Coventry Hub,International,2944.3
2025-06-10,IN-CONS-3055,Client_B,INV-IN-7981,IN-REF-661,17.76,Paris,Coventry Hub,International,2638.4
2025-06-16,IN-CONS-3639,Client_C,INV-IN-7496,IN-REF-662,17.66,Paris,Coventry Hub,International,464.79
2025-06-29,IN-CONS-3941,Client_C,INV-IN-7333,IN-REF-663,11.36,Berlin,Coventry Hub,International,487.18
2025-06-03,IN-CONS-3983,Client_C,INV-IN-7263,IN-REF-664,36.72,Berlin,Coventry Hub,International,3837.86
2025-06-16,IN-CONS-3397,Client_C,INV-IN-7952,IN-REF-665,9.47,Paris,Coventry Hub,International,1190.84
2025-06-27,IN-CONS-3351,Client_B,INV-IN-7921,IN-REF-666,6.03,Paris,Coventry Hub,International,2083.48
2025-06-02,IN-CONS-3275,Client_B,INV-IN-7115,IN-REF-667,47.85,Berlin,Coventry Hub,International,307.57
