SHIPMENTDATE,BARCODE,ACCOUNTNUMBER,INVOICE_NUMBER,Consignment,REFERENCE,WEIGHT,VOLUMETRIC_WEIGHT,LENGTH,WIDTH,HEIGHT,PRODUCT_TYPE_NAME,Destination,ZONE,BASE_RATE,FINAL_PRICE
2025-06-26,BAR39305,ACC-166,INV-5740,CONS-1191,REF-374,10.81,25.36,71,21,85,Express,Glasgow,Zone 1,45.59,90.82
2025-06-09,BAR12288,ACC-792,INV-5513,CONS-1767,REF-375,7.61,30.98,52,70,87,Standard,Manchester,Zone 2,17.58,89.31
2025-06-12,BAR47919,ACC-911,INV-5482,CONS-1090,REF-376,21.8,25.17,96,85,73,Express,Manchester,Zone 3,24.54,94.33
2025-06-09,BAR83356,ACC-262,INV-5429,CONS-1163,REF-377,1.85,9.42,61,17,73,Economy,Glasgow,Zone 3,31.96,46.3
2025-06-11,BAR50604,ACC-543,INV-5758,CONS-1152,REF-378,10.71,13.76,71,13,10,Economy,Manchester,Zone 1,6.99,43.94
2025-06-22,BAR48257,ACC-377,INV-5873,CONS-1411,REF-379,19.72,17.13,27,80,64,Economy,Manchester,Zone 2,7.51,24.34
2025-06-18,BAR71699,ACC-673,INV-5434,CONS-1078,REF-380,3.29,19.14,25,88,38,Economy,Manchester,Zone 3,39.01,45.41
2025-06-24,BAR45976,ACC-837,INV-5413,CONS-1083,REF-381,19.9,11.43,28,67,93,Express,Manchester,Zone 3,25.49,59.52
2025-06-06,BAR99264,ACC-378,INV-5263,CONS-1143,REF-382,10.14,18.17,18,28,41,Standard,Glasgow,Zone 2,17.26,30.6
2025-06-08,BAR99037,ACC-457,INV-5475,CONS-1921,REF-383,10.11,24.57,18,16,53,Standard,Glasgow,Zone 1,28.55,82.58
2025-06-17,BAR27437,ACC-663,INV-5762,CONS-1677,REF-384,5.12,30.79,19,33,80,Standard,Glasgow,Zone 2,34.26,70.03
2025-06-23,BAR95035,ACC-316,INV-5475,CONS-1060,REF-385,1.57,13.71,92,88,28,Standard,Glasgow,Zone 3,11.29,90.89
2025-06-12,BAR62672,ACC-655,INV-5288,CONS-1286,REF-386,5.19,25.02,25,55,40,Standard,Glasgow,Zone 2,8.91,33.04
2025-06-09,BAR26654,ACC-143,INV-5524,CONS-1730,REF-387,11.68,7.67,49,39,73,Standard,London,Zone 2,5.98,59.45
2025-06-05,BAR99794,ACC-885,INV-5488,CONS-1663,REF-388,22.66,17.95,24,15,67,Economy,Birmingham,Zone 1,14.63,17.42
2025-06-13,BAR48742,ACC-357,INV-5268,CONS-1757,REF-389,20.27,14.63,25,58,71,Standard,Manchester,Zone 1,31.62,48.62
2025-06-24,BAR50677,ACC-188,INV-5592,CONS-1755,REF-390,19.39,5.97,19,61,37,Economy,Glasgow,Zone 2,33.57,42.95
2025-06-14,BAR40528,ACC-851,INV-5848,CONS-1930,REF-391,23.41,17.33,10,44,71,Express,London,Zone 3,49.22,17.15
2025-06-14,BAR95159,ACC-147,INV-5105,CONS-1561,REF-392,0.55,27.73,68,55,36,Economy,London,Zone 2,17.59,37.92
2025-06-05,BAR89865,ACC-233,INV-5747,CONS-1977,REF-393,17.67,1.23,60,55,18,Express,Birmingham,Zone 2,36.47,78.3
2025-06-20,BAR90798,ACC-291,INV-5008,CONS-1098,REF-394,10.67,16.57,76,69,38,Standard,Birmingham,Zone 2,39.6,72.48
2025-06-06,BAR76240,ACC-456,INV-5301,CONS-1299,REF-395,21.68,34.38,36,76,25,Standard,Birmingham,Zone 3,41.48,60.47
2025-06-13,BAR47684,ACC-199,INV-5175,CONS-1405,REF-396,8.48,14.77,42,99,52,Standard,Birmingham,Zone 3,40.43,98.95
2025-06-18,BAR54376,ACC-591,INV-5191,CONS-1708,REF-397,14.39,10.09,97,33,37,Economy,Manchester,Zone 2,6.11,47.22
2025-06-01,BAR28339,ACC-333,INV-5169,CONS-1319,REF-398,7.82,4.43,52,80,61,Express,Birmingham,Zone 3,11.88,47.53
2025-06-23,BAR35713,ACC-136,INV-5314,CONS-1580,REF-399,4.29,14.48,90,79,16,Express,London,Zone 3,10.48,46.89
2025-06-19,BAR79091,ACC-411,INV-5786,CONS-1309,REF-400,2.64,8.34,76,57,60,Standard,London,Zone 2,11.81,21.87
2025-06-21,BAR51360,ACC-918,INV-5453,CONS-1345,REF-401,11.36,21.0,17,89,82,Standard,Glasgow,Zone 3,9.08,54.57
2025-06-10,BAR33913,ACC-785,INV-5111,CONS-1594,REF-402,14.62,6.28,83,76,51,Express,London,Zone 3,43.01,21.1
2025-06-13,BAR58390,ACC-759,INV-5705,CONS-1465,REF-403,17.92,23.27,52,37,68,Economy,Manchester,Zone 1,34.21,21.67
2025-06-22,BAR44508,ACC-469,INV-5084,CONS-1630,REF-404,21.7,32.87,99,56,26,Express,Manchester,Zone 1,47.06,24.71
2025-06-03,BAR49280,ACC-478,INV-5470,CONS-1689,REF-405,23.65,4.33,58,18,65,Express,Glasgow,Zone 1,25.28,85.77
2025-06-10,BAR25068,ACC-178,INV-5177,CONS-1328,REF-406,28.59,4.28,54,60,74,Economy,Manchester,Zone 2,23.16,28.64
2025-06-22,BAR85090,ACC-349,INV-5963,CONS-1420,REF-407,26.03,8.85,72,38,55,Standard,London,Zone 2,7.29,82.9
2025-06-06,BAR48807,ACC-582,INV-5696,CONS-1609,REF-408,1.92,22.86,74,43,95,Express,Manchester,Zone 1,33.0,13.46
2025-06-15,BAR57632,ACC-523,INV-5674,CONS-1911,REF-409,7.07,17.46,43,46,73,Express,Birmingham,Zone 3,31.75,99.36
2025-06-08,BAR12201,ACC-644,INV-5489,CONS-1823,REF-410,24.15,20.65,38,40,31,Standard,Birmingham,Zone 1,32.93,79.82
2025-06-21,BAR33690,ACC-514,INV-5588,CONS-1108,REF-411,16.89,5.25,13,74,37,Standard,Manchester,Zone 1,21.69,39.09
2025-06-07,BAR80712,ACC-389,INV-5834,CONS-1035,REF-412,10.53,9.8,45,69,67,Standard,London,Zone 2,17.77,43.58
2025-06-02,BAR21760,ACC-260,INV-5836,CONS-1440,REF-413,19.73,7.83,80,15,53,Express,Glasgow,Zone 3,28.18,32.94
2025-06-07,BAR26859,ACC-862,INV-5459,CONS-1909,REF-414,21.47,32.75,86,100,38,Express,Manchester,Zone 3,39.46,77.93
2025-06-14,BAR63338,ACC-712,INV-5690,CONS-1409,REF-415,16.75,16.53,28,71,29,Express,London,Zone 1,5.79,47.4
2025-06-04,BAR63164,ACC-847,INV-5904,CONS-1327,REF-416,3.7,16.79,29,84,17,Economy,Glasgow,Zone 1,17.42,17.97
2025-06-01,BAR77126,ACC-108,INV-5043,CONS-1590,REF-417,29.52,25.6,31,66,19,Express,Manchester,Zone 3,44.52,98.45
2025-06-29,BAR70338,ACC-850,INV-5734,CONS-1013,REF-418,3.03,21.19,53,39,59,Express,Manchester,Zone 1,22.79,73.48
2025-06-03,BAR91539,ACC-472,INV-5419,CONS-1644,REF-419,7.58,12.95,71,61,74,Standard,Birmingham,Zone 2,11.32,54.19
2025-06-10,BAR38506,ACC-482,INV-5125,CONS-1821,REF-420,9.17,34.28,100,46,85,Standard,Birmingham,Zone 2,31.79,15.33
2025-06-04,BAR11907,ACC-280,INV-5254,CONS-1221,REF-421,1.79,18.13,88,83,21,Express,Manchester,Zone 3,24.18,80.67
2025-06-04,BAR84457,ACC-829,INV-5289,CONS-1953,REF-422,2.77,19.66,43,83,31,Express,Manchester,Zone 1,48.25,82.23
2025-06-21,BAR32238,ACC-281,INV-5871,CONS-1123,REF-423,8.87,16.07,70,29,30,Standard,Glasgow,Zone 3,28.88,64.99
2025-06-29,BAR70190,ACC-513,INV-5905,CONS-1233,REF-424,11.43,33.42,56,51,63,Economy,Manchester,Zone 3,32.31,19.59
2025-06-13,BAR51305,ACC-623,INV-5194,CONS-1089,REF-425,3.62,7.23,28,47,61,Express,Glasgow,Zone 1,9.62,13.59
2025-06-12,BAR85757,ACC-146,INV-5670,CONS-1825,REF-426,17.71,18.63,63,63,64,Standard,London,Zone 1,44.08,38.28
2025-06-21,BAR93225,ACC-962,INV-5771,CONS-1271,REF-427,8.45,20.78,69,33,95,Standard,London,Zone 3,44.91,47.09
2025-06-29,BAR15279,ACC-827,INV-5212,CONS-1828,REF-428,19.18,18.98,99,26,86,Economy,Manchester,Zone 2,39.3,28.48
2025-06-17,BAR27779,ACC-344,INV-5948,CONS-1038,REF-429,18.25,16.39,22,46,99,Standard,London,Zone 2,24.05,62.57
2025-06-14,BAR59773,ACC-542,INV-5772,CONS-1503,REF-430,13.83,8.44,40,94,95,Standard,Birmingham,Zone 3,5.56,12.88
2025-06-17,BAR79542,ACC-997,INV-5216,CONS-1032,REF-431,18.77,33.03,82,100,47,Economy,Manchester,Zone 1,16.36,72.32
2025-06-27,BAR46030,ACC-834,INV-5048,CONS-1915,REF-432,25.97,27.7,20,52,88,Standard,London,Zone 3,28.06,93.9
2025-06-24,BAR12485,ACC-409,INV-5219,CONS-1609,REF-433,7.2,23.41,45,20,90,Express,Manchester,Zone 3,30.95,43.79
2025-06-15,BAR93509,ACC-946,INV-5759,CONS-1480,REF-434,27.41,17.42,54,69,75,Express,Manchester,Zone 1,8.35,90.27
2025-06-13,BAR59335,ACC-476,INV-5263,CONS-1632,REF-435,15.46,17.58,51,60,68,Economy,London,Zone 1,5.12,79.59
2025-06-13,BAR32727,ACC-159,INV-5891,CONS-1875,REF-436,16.77,10.08,44,35,59,Economy,Manchester,Zone 3,9.94,64.24
2025-06-09,BAR22545,ACC-721,INV-5882,CONS-1174,REF-437,16.47,34.19,94,96,13,Standard,London,Zone 1,20.75,55.33
2025-06-12,BAR38679,ACC-510,INV-5406,CONS-1075,REF-438,9.5,29.12,29,68,41,Economy,Glasgow,Zone 1,21.88,89.78
2025-06-16,BAR48155,ACC-821,INV-5644,CONS-1628,REF-439,29.44,10.48,78,39,76,Economy,Glasgow,Zone 1,21.08,17.42
2025-06-22,BAR44568,ACC-624,INV-5990,CONS-1285,REF-440,11.24,28.1,95,72,96,Economy,Manchester,Zone 2,38.98,12.15
2025-06-22,BAR39313,ACC-850,INV-5440,CONS-1695,REF-441,16.7,14.19,82,15,74,Economy,Manchester,Zone 1,16.18,50.92
2025-06-12,BAR36445,ACC-855,INV-5237,CONS-1079,REF-442,19.95,6.43,13,78,85,Express,Glasgow,Zone 3,44.53,14.3
2025-06-01,BAR14270,ACC-856,INV-5404,CONS-1057,REF-443,24.24,1.66,63,13,69,Standard,Birmingham,Zone 2,7.44,44.3
2025-06-13,BAR81973,ACC-908,INV-5122,CONS-1753,REF-444,26.01,4.58,27,62,78,Standard,Glasgow,Zone 3,10.13,87.6
2025-06-08,BAR26118,ACC-988,INV-5924,CONS-1211,REF-445,15.26,22.65,98,46,44,Express,Manchester,Zone 1,32.51,73.33
2025-06-11,BAR23033,ACC-481,INV-5586,CONS-1215,REF-446,6.18,27.08,47,71,91,Express,London,Zone 3,16.01,50.74
2025-06-21,BAR66029,ACC-912,INV-5052,CONS-1279,REF-447,6.52,22.39,39,10,36,Economy,London,Zone 2,42.85,38.47
2025-06-08,BAR29523,ACC-168,INV-5433,CONS-1785,REF-448,18.73,9.47,73,63,74,Standard,Glasgow,Zone 1,37.46,94.41
2025-06-21,BAR36072,ACC-490,INV-5251,CONS-1683,REF-449,5.05,29.23,92,39,41,Economy,Manchester,Zone 2,24.28,28.67
2025-06-21,BAR25006,ACC-241,INV-5622,CONS-1794,REF-450,7.54,23.61,51,30,75,Express,London,Zone 3,6.29,62.72
2025-06-02,BAR24552,ACC-447,INV-5103,CONS-1377,REF-451,2.4,20.82,81,91,78,Standard,Birmingham,Zone 2,23.77,17.4
2025-06-10,BAR12079,ACC-621,INV-5107,CONS-1634,REF-452,15.33,21.81,32,32,13,Economy,Birmingham,Zone 2,13.89,66.18
2025-06-17,BAR74053,ACC-162,INV-5303,CONS-1819,REF-453,16.69,26.15,30,13,93,Standard,London,Zone 1,41.17,58.9
2025-06-10,BAR30409,ACC-298,INV-5300,CONS-1618,REF-454,11.34,5.14,94,56,20,Economy,Birmingham,Zone 2,8.21,89.87
2025-06-08,BAR26247,ACC-917,INV-5346,CONS-1931,REF-455,14.63,19.91,17,89,87,Standard,Birmingham,Zone 2,15.75,59.51
2025-06-01,BAR33266,ACC-266,INV-5935,CONS-1830,REF-456,14.98,21.74,13,45,47,Express,Glasgow,Zone 2,17.49,17.75
2025-06-11,BAR75908,ACC-894,INV-5709,CONS-1577,REF-457,9.98,7.92,17,93,53,Standard,Manchester,Zone 1,47.63,46.82
2025-06-22,BAR93712,ACC-651,INV-5992,CONS-1823,REF-458,1.79,20.56,32,26,73,Economy,Manchester,Zone 1,39.25,31.54
2025-06-17,BAR97670,ACC-406,INV-5930,CONS-1788,REF-459,9.46,18.92,62,13,79,Express,Manchester,Zone 2,36.87,42.73
2025-06-04,BAR39038,ACC-417,INV-5741,CONS-1835,REF-460,20.66,4.64,34,52,50,Standard,London,Zone 1,23.75,77.08
2025-06-05,BAR42134,ACC-547,INV-5292,CONS-1051,REF-461,5.61,6.45,12,69,63,Economy,Birmingham,Zone 3,32.87,29.31
2025-06-19,BAR10833,ACC-588,INV-5769,CONS-1500,REF-462,23.82,1.82,40,47,91,Standard,Manchester,Zone 2,33.07,94.02
2025-06-29,BAR79203,ACC-159,INV-5880,CONS-1660,REF-463,16.32,18.73,96,36,28,Express,Birmingham,Zone 1,39.36,41.9
2025-06-20,BAR71872,ACC-189,INV-5520,CONS-1882,REF-464,1.38,7.36,42,69,63,Economy,Manchester,Zone 1,12.93,21.36
2025-06-20,BAR16957,ACC-222,INV-5568,CONS-1678,REF-465,8.23,30.71,34,85,93,Economy,London,Zone 1,10.55,22.62
2025-06-29,BAR86707,ACC-184,INV-5623,CONS-1487,REF-466,16.41,31.07,68,81,61,Economy,Glasgow,Zone 1,27.3,11.84
2025-06-09,BAR60266,ACC-742,INV-5933,CONS-1451,REF-467,5.11,31.12,60,38,13,Express,Glasgow,Zone 2,40.6,77.43
2025-06-01,BAR69273,ACC-212,INV-5479,CONS-1459,REF-468,11.5,13.28,89,46,38,Standard,Manchester,Zone 2,21.52,92.75
2025-06-18,BAR74532,ACC-450,INV-5463,CONS-1357,REF-469,5.5,5.22,28,32,99,Standard,Glasgow,Zone 3,17.85,26.09
2025-06-01,BAR84132,ACC-682,INV-5755,CONS-1819,REF-470,12.75,34.08,87,40,48,Express,Manchester,Zone 3,49.65,13.65
2025-06-17,BAR98156,ACC-339,INV-5121,CONS-1721,REF-471,4.31,17.98,66,100,20,Standard,Birmingham,Zone 3,33.66,11.3
2025-06-16,BAR81821,ACC-292,INV-5987,CONS-1672,REF-472,2.88,3.21,95,42,44,Economy,Manchester,Zone 3,46.4,58.98
2025-06-28,BAR95913,ACC-825,INV-5155,CONS-1314,REF-473,6.6,19.81,14,93,74,Express,London,Zone 2,43.19,78.75
2025-06-19,BAR96338,ACC-662,INV-5314,CONS-1272,REF-474,26.23,32.54,95,42,21,Express,London,Zone 1,37.67,29.05
2025-06-27,BAR63826,ACC-579,INV-5933,CONS-1700,REF-475,24.51,15.95,89,27,97,Express,London,Zone 1,23.98,66.93
2025-06-01,BAR92674,ACC-940,INV-5071,CONS-1397,REF-476,20.17,25.63,90,95,89,Standard,Glasgow,Zone 1,40.5,58.22
2025-06-23,BAR80964,ACC-906,INV-5703,CONS-1634,REF-477,19.31,4.4,95,64,53,Standard,London,Zone 3,22.75,52.22
2025-06-04,BAR70207,ACC-273,INV-5323,CONS-1323,REF-478,28.39,15.6,44,15,31,Economy,Manchester,Zone 1,27.98,60.28
2025-06-09,BAR73921,ACC-217,INV-5037,CONS-1269,REF-479,25.4,21.31,36,57,88,Economy,Glasgow,Zone 2,27.48,50.85
2025-06-05,BAR74444,ACC-635,INV-5540,CONS-1490,REF-480,3.67,7.52,18,53,82,Express,Glasgow,Zone 3,12.96,84.21
2025-06-23,BAR89978,ACC-919,INV-5666,CONS-1257,REF-481,21.22,25.75,18,30,91,Economy,London,Zone 1,21.14,58.44
2025-06-25,BAR28586,ACC-549,INV-5400,CONS-1449,REF-482,7.78,4.44,57,35,39,Express,Manchester,Zone 3,45.45,71.34
2025-06-07,BAR22111,ACC-902,INV-5910,CONS-1845,REF-483,27.85,13.44,76,23,93,Express,Manchester,Zone 3,33.44,98.87
2025-06-15,BAR72285,ACC-998,INV-5954,CONS-1122,REF-484,19.27,23.91,51,40,71,Express,Birmingham,Zone 3,42.69,28.18
2025-06-02,BAR12964,ACC-222,INV-5301,CONS-1006,REF-485,14.8,21.04,62,19,79,Economy,Manchester,Zone 3,46.02,40.06
2025-06-23,BAR85055,ACC-430,INV-5935,CONS-1362,REF-486,20.17,18.48,93,86,94,Standard,Manchester,Zone 3,19.85,96.42
2025-06-05,BAR58697,ACC-111,INV-5785,CONS-1962,REF-487,29.42,31.89,51,61,29,Standard,Manchester,Zone 2,21.52,44.39
2025-06-16,BAR99161,ACC-350,INV-5189,CONS-1734,REF-488,22.21,32.82,24,92,10,Standard,Birmingham,Zone 2,25.56,76.65
2025-06-14,BAR94494,ACC-651,INV-5666,CONS-1784,REF-489,26.86,21.6,16,27,47,Economy,Manchester,Zone 3,32.69,61.86
2025-06-28,BAR88948,ACC-357,INV-5744,CONS-1644,REF-490,8.71,3.64,76,80,64,Standard,Manchester,Zone 1,14.45,29.54
2025-06-27,BAR40113,ACC-154,INV-5755,CONS-1511,REF-491,17.05,26.78,35,81,18,Standard,Birmingham,Zone 2,33.76,89.5
2025-06-11,BAR87058,ACC-448,INV-5537,CONS-1019,REF-492,16.35,13.68,30,78,88,Standard,Birmingham,Zone 2,5.75,31.05
2025-06-17,BAR23588,ACC-685,INV-5124,CONS-1137,REF-493,15.57,33.35,48,46,52,Economy,Manchester,Zone 1,42.92,79.55
2025-06-26,BAR20970,ACC-474,INV-5595,CONS-1835,REF-494,3.93,24.63,76,25,47,Express,London,Zone 1,17.61,58.04
2025-06-18,BAR84761,ACC-357,INV-5390,CONS-1324,REF-495,2.98,14.97,12,20,56,Economy,Manchester,Zone 2,38.06,78.24
2025-06-08,BAR15393,ACC-124,INV-5658,CONS-1456,REF-496,24.92,17.06,72,68,19,Standard,Glasgow,Zone 1,16.29,59.44
2025-06-19,BAR39565,ACC-620,INV-5997,CONS-1020,REF-497,19.94,23.0,65,72,39,Standard,Glasgow,Zone 1,35.25,48.36
2025-06-29,BAR51079,ACC-161,INV-5184,CONS-1788,REF-498,23.28,14.77,83,37,15,Economy,Birmingham,Zone 3,29.38,14.72
2025-06-29,BAR72436,ACC-524,INV-5493,CONS-1570,REF-499,12.87,30.08,16,75,97,Standard,Glasgow,Zone 1,26.82,72.63
2025-06-21,BAR15355,ACC-427,INV-5818,CONS-1117,REF-500,22.44,30.44,14,61,47,Economy,Glasgow,Zone 3,34.89,93.09
2025-06-24,BAR34297,ACC-920,INV-5203,CONS-1666,REF-501,0.83,13.56,78,12,66,Express,Glasgow,Zone 2,33.88,55.1
2025-06-09,BAR43048,ACC-411,INV-5452,CONS-1323,REF-502,6.69,24.24,66,30,87,Economy,Manchester,Zone 3,15.62,14.74
2025-06-09,BAR41072,ACC-941,INV-5274,CONS-1600,REF-503,24.9,27.14,25,49,56,Express,London,Zone 3,34.66,97.24
2025-06-03,BAR44515,ACC-885,INV-5689,CONS-1228,REF-504,22.51,31.6,60,25,64,Economy,Glasgow,Zone 3,47.0,43.86
2025-06-28,BAR48449,ACC-796,INV-5606,CONS-1260,REF-505,21.49,25.04,58,94,25,Express,London,Zone 1,32.68,15.49
2025-06-25,BAR59267,ACC-534,INV-5081,CONS-1971,REF-506,24.86,5.75,35,93,21,Standard,Glasgow,Zone 2,17.29,77.5
2025-06-24,BAR24787,ACC-202,INV-5593,CONS-1509,REF-507,25.09,6.89,20,13,79,Express,Birmingham,Zone 1,9.59,90.53
2025-06-01,BAR99300,ACC-487,INV-5339,CONS-1484,REF-508,7.21,12.07,86,53,19,Standard,London,Zone 3,18.21,84.31
2025-06-16,BAR30130,ACC-448,INV-5193,CONS-1356,REF-509,12.02,18.66,49,48,88,Economy,Glasgow,Zone 3,7.26,38.49
2025-06-20,BAR35334,ACC-636,INV-5921,CONS-1096,REF-510,29.3,2.9,96,55,89,Express,Birmingham,Zone 2,48.08,69.77
2025-06-22,BAR24971,ACC-645,INV-5019,CONS-1570,REF-511,7.45,6.82,55,74,68,Standard,Manchester,Zone 3,42.32,47.25
2025-06-15,BAR87984,ACC-882,INV-5501,CONS-1889,REF-512,15.26,28.96,54,99,30,Standard,Manchester,Zone 3,33.04,76.16
2025-06-11,BAR24987,ACC-224,INV-5509,CONS-1974,REF-513,28.57,14.47,10,57,18,Standard,Glasgow,Zone 2,10.14,39.55
2025-06-07,BAR97651,ACC-928,INV-5916,CONS-1022,REF-514,29.75,5.44,78,92,23,Express,Glasgow,Zone 2,7.61,72.44
2025-06-16,BAR39708,ACC-933,INV-5438,CONS-1584,REF-515,29.63,13.64,56,49,18,Standard,Birmingham,Zone 3,41.56,37.48
2025-06-22,BAR21731,ACC-809,INV-5062,CONS-1601,REF-516,16.92,14.34,65,72,52,Standard,Birmingham,Zone 2,35.0,16.11
2025-06-18,BAR25255,ACC-782,INV-5160,CONS-2000,REF-517,9.76,30.36,70,64,14,Economy,Birmingham,Zone 3,19.98,74.85
2025-06-12,BAR34981,ACC-507,INV-5609,CONS-1291,REF-518,15.59,33.12,26,75,24,Express,Manchester,Zone 1,35.16,51.08
2025-06-15,BAR99260,ACC-384,INV-5946,CONS-1842,REF-519,28.46,10.11,23,40,39,Standard,London,Zone 3,17.52,23.34
2025-06-04,BAR98252,ACC-365,INV-5902,CONS-1446,REF-520,22.92,25.81,76,49,78,Express,Glasgow,Zone 1,28.26,60.5
2025-06-22,BAR13767,ACC-680,INV-5098,CONS-1702,REF-521,10.28,32.04,41,36,99,Express,Manchester,Zone 1,32.8,30.18
2025-06-12,BAR45253,ACC-614,INV-5123,CONS-1554,REF-522,17.74,28.24,90,87,31,Express,Birmingham,Zone 3,22.36,81.12
2025-06-15,BAR70761,ACC-642,INV-5987,CONS-1920,REF-523,19.02,20.79,97,50,29,Standard,Glasgow,Zone 1,12.0,13.78
2025-06-15,BAR32404,ACC-840,INV-5201,CONS-1070,REF-524,23.02,7.6,91,91,38,Standard,Manchester,Zone 3,38.72,36.88
2025-06-09,BAR32281,ACC-504,INV-5551,CONS-1997,REF-525,10.86,16.97,40,77,28,Standard,Glasgow,Zone 3,12.95,43.43
2025-06-10,BAR93196,ACC-641,INV-5239,CONS-1137,REF-526,3.42,33.8,29,77,35,Standard,Manchester,Zone 2,16.62,85.38
2025-06-05,BAR62967,ACC-322,INV-5475,CONS-1842,REF-527,4.41,30.84,44,97,73,Standard,Birmingham,Zone 3,43.32,23.24
2025-06-03,BAR89865,ACC-933,INV-5313,CONS-1125,REF-528,28.85,28.32,52,57,34,Express,Birmingham,Zone 2,29.99,43.88
2025-06-03,BAR46809,ACC-919,INV-5031,CONS-1130,REF-529,18.53,31.23,69,10,59,Express,London,Zone 3,36.22,57.73
2025-06-25,BAR31536,ACC-890,INV-5978,CONS-1880,REF-530,3.63,8.58,13,39,98,Express,Manchester,Zone 3,9.7,86.33
2025-06-11,BAR78918,ACC-482,INV-5901,CONS-1455,REF-531,20.35,4.93,72,11,37,Economy,Manchester,Zone 3,15.81,96.81
2025-06-07,BAR49555,ACC-438,INV-5063,CONS-1930,REF-532,25.1,32.5,12,11,59,Express,Birmingham,Zone 3,11.13,79.19
2025-06-02,BAR56936,ACC-557,INV-5773,CONS-1285,REF-533,7.97,16.34,11,52,71,Economy,Glasgow,Zone 3,22.87,55.8
2025-06-07,BAR74875,ACC-146,INV-5467,CONS-1946,REF-534,27.96,33.62,62,18,86,Express,Manchester,Zone 3,49.14,57.65
2025-06-10,BAR23705,ACC-858,INV-5875,CONS-1109,REF-535,21.49,11.12,21,48,68,Economy,London,Zone 1,9.34,72.87
2025-06-03,BAR50611,ACC-886,INV-5513,CONS-1668,REF-536,7.84,12.09,53,42,62,Express,Manchester,Zone 2,9.11,80.02
2025-06-06,BAR73693,ACC-690,INV-5335,CONS-1770,REF-537,11.16,11.85,62,90,74,Standard,Manchester,Zone 1,27.25,83.35
2025-06-23,BAR69877,ACC-437,INV-5448,CONS-1705,REF-538,12.29,34.3,71,90,77,Standard,London,Zone 3,18.07,18.98
2025-06-09,BAR75532,ACC-428,INV-5790,CONS-1681,REF-539,17.04,22.91,80,42,74,Express,Glasgow,Zone 2,10.96,84.15
2025-06-11,BAR85904,ACC-345,INV-5982,CONS-1408,REF-540,8.73,12.87,89,82,48,Economy,Birmingham,Zone 3,27.47,83.09
2025-06-17,BAR51237,ACC-596,INV-5056,CONS-1317,REF-541,5.95,30.46,48,87,27,Express,Birmingham,Zone 2,38.16,96.02
2025-06-25,BAR39751,ACC-217,INV-5457,CONS-1118,REF-542,26.95,5.74,24,86,78,Express,Glasgow,Zone 2,27.61,30.63
2025-06-04,BAR38376,ACC-331,INV-5468,CONS-1081,REF-543,22.39,14.69,43,74,71,Standard,Glasgow,Zone 2,5.74,53.48
2025-06-09,BAR59683,ACC-325,INV-5234,CONS-1448,REF-544,13.54,22.18,39,13,58,Standard,Manchester,Zone 2,31.74,86.6
2025-06-02,BAR97849,ACC-895,INV-5481,CONS-1520,REF-545,17.57,3.9,85,68,55,Standard,Birmingham,Zone 1,38.84,88.8
2025-06-28,BAR12106,ACC-490,INV-5473,CONS-1174,REF-546,0.56,24.03,45,63,39,Express,Birmingham,Zone 3,30.37,47.84
2025-06-05,BAR53842,ACC-349,INV-5641,CONS-1566,REF-547,15.11,21.69,68,46,84,Economy,Birmingham,Zone 2,9.26,54.65
2025-06-13,BAR33438,ACC-766,INV-5836,CONS-1207,REF-548,18.33,25.98,99,72,29,Express,Birmingham,Zone 1,37.54,69.57
2025-06-27,BAR13637,ACC-582,INV-5385,CONS-1216,REF-549,15.05,33.39,71,52,13,Standard,Glasgow,Zone 1,14.87,64.93
2025-06-18,BAR79408,ACC-495,INV-5402,CONS-1146,REF-550,23.89,32.01,34,42,19,Standard,London,Zone 2,25.24,21.39
2025-06-12,BAR53068,ACC-381,INV-5194,CONS-1848,REF-551,13.51,29.82,69,99,16,Express,Glasgow,Zone 1,41.29,48.74
2025-06-15,BAR86984,ACC-126,INV-5898,CONS-1403,REF-552,14.2,19.32,58,49,93,Economy,Glasgow,Zone 3,18.07,87.29
2025-06-04,BAR79733,ACC-445,INV-5995,CONS-1817,REF-553,5.55,20.37,85,53,71,Express,London,Zone 1,28.29,42.57
2025-06-09,BAR67812,ACC-655,INV-5391,CONS-1897,REF-554,7.7,5.85,39,42,54,Standard,Glasgow,Zone 2,47.92,21.7
2025-06-11,BAR59459,ACC-615,INV-5849,CONS-1616,REF-555,26.68,23.36,56,29,45,Express,Manchester,Zone 2,42.89,48.83
2025-06-06,BAR77452,ACC-539,INV-5921,CONS-1377,REF-556,10.67,12.79,58,63,68,Express,Birmingham,Zone 2,21.43,41.29
2025-06-15,BAR18885,ACC-428,INV-5018,CONS-1521,REF-557,20.97,3.97,67,52,100,Standard,Birmingham,Zone 1,43.81,93.68
2025-06-09,BAR37884,ACC-951,INV-5845,CONS-1823,REF-558,25.3,1.96,92,12,85,Economy,Birmingham,Zone 1,44.22,44.89
2025-06-27,BAR49705,ACC-223,INV-5202,CONS-1413,REF-559,8.97,5.33,78,71,46,Standard,London,Zone 2,39.8,38.76
2025-06-12,BAR35690,ACC-281,INV-5812,CONS-1297,REF-560,5.4,23.39,42,21,65,Express,Birmingham,Zone 3,31.32,34.99
2025-06-17,BAR96067,ACC-118,INV-5609,CONS-1520,REF-561,19.13,12.22,89,41,93,Standard,Manchester,Zone 3,23.77,14.34
